id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21313169,The Beach Toronto,27071112,Deb,,The Beaches,43.67097399476396,-79.29303348247868,Entire home/apt,199,2,2,2018-01-02,0.38,1,149
23694544,"Private, spacious 2 room apartment in the beaches!",29430244,Derek,,The Beaches,43.67276927605465,-79.28688118137195,Entire home/apt,60,28,0,,,1,334
18970777,Retro artistic place in Beaches,132302130,John,,The Beaches,43.6721826343148,-79.28295345644113,Private room,40,1,36,2018-04-02,3.62,1,70
17956509,Scoop up this Beaches Bachelor Pad!,123223170,Meray,,The Beaches,43.67248846189951,-79.29964459065364,Private room,50,2,56,2018-04-03,4.94,1,144
6912820,Large bedroom with parking steps to the beach,10827057,Brianne,,The Beaches,43.669009990709654,-79.30289611747862,Private room,69,1,43,2018-04-01,2.28,1,3
22815798,Chillaxed and quiet corner of Toronto,26002942,Tatiana,,The Beaches,43.67344318187538,-79.29952396652284,Private room,100,3,0,,,1,166
20085041,Beautiful Beachfront Living 1 Bdrm+Priv Bath & You,70842727,Trevor And Niki,,The Beaches,43.66524694676394,-79.30526603891016,Private room,69,1,22,2018-01-20,2.74,1,34
5386570,Come and stay in The Beach!,27923833,Daniel,,The Beaches,43.677190250747394,-79.29991898083338,Private room,60,4,33,2018-02-28,0.93,1,9
5637397,"Bright, Quiet Room in Beach Century Home",3569171,Jillian,,The Beaches,43.67752333965721,-79.28924704369776,Private room,55,1,11,2018-02-24,0.67,2,296
5637391,Bright room with skylight in Beach Century Home,3569171,Jillian,,The Beaches,43.67940696505792,-79.28740229432717,Private room,50,1,10,2018-02-28,0.77,2,277
18122476,The beach room.,7109170,Hannah,,The Beaches,43.6731950386651,-79.30301462105615,Private room,26,1,3,2017-08-13,0.35,1,35
20873560,Tranquil Beaches,16352816,Ruthann,,The Beaches,43.67048165006086,-79.29285833760244,Private room,115,1,1,2017-11-13,0.16,1,362
1165585,Toronto BEACHES Home- 2 Bedrooms ,1508497,Jason,,The Beaches,43.673288396159066,-79.28268469863737,Entire home/apt,228,14,34,2014-10-11,0.57,1,156
17027568,"Modern Beach House, Steps to Water & lively street",112414400,,,The Beaches,43.667813545764126,-79.3041878645062,Entire home/apt,398,3,1,2017-07-20,0.11,1,0
